ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
5150,5119,Pleural effusion NOS,Unspecified pleural effusion
5152,5121,Iatrogenic pneumothorax,Iatrogenic pneumothorax
5159,5130,Abscess of lung,Abscess of lung
5161,514,Pulm congest/hypostasis,Pulmonary congestion and hypostasis
5162,515,Postinflam pulm fibrosis,Postinflammatory pulmonary fibrosis
5181,5168,Alveol pneumonopathy NEC,Other specified alveolar and parietoalveolar pneumonopathies
5186,5178,Lung involv in oth dis,Lung involvement in other diseases classified elsewhere
5191,5219,Hard tiss dis teeth NOS,Unspecified disease of hard tissues of teeth
5196,5224,Ac apical periodontitis,Acute apical periodontitis of pulpal origin
5197,5225,Periapical abscess,Periapical abscess without sinus
5223,52400,Unspcf anomaly jaw size,"Major anomalies of jaw size, unspecified anomaly"
5269,5180,Pulmonary collapse,Pulmonary collapse
5270,5181,Interstitial emphysema,Interstitial emphysema
5273,5184,Acute lung edema NOS,"Acute edema of lung, unspecified"
5274,51851,Ac resp flr fol trma/srg,Acute respiratory failure following trauma and surgery
5279,51881,Acute respiratry failure,Acute respiratory failure
5280,51882,Other pulmonary insuff,"Other pulmonary insufficiency, not elsewhere classified"
5281,51883,Chronic respiratory fail,Chronic respiratory failure
5282,51884,Acute & chronc resp fail,Acute and chronic respiratory failure
5283,51889,Other lung disease NEC,"Other diseases of lung, not elsewhere classified"
5285,51901,Tracheostomy infection,Infection of tracheostomy
5286,51902,Tracheostomy - mech comp,Mechanical complication of tracheostomy
5287,51909,Tracheostomy comp NEC,Other tracheostomy complications
5289,51919,Trachea & bronch dis NEC,Other diseases of trachea and bronchus
5290,5192,Mediastinitis,Mediastinitis
5292,5194,Disorders of diaphragm,Disorders of diaphragm
5293,5198,Resp system disease NEC,"Other diseases of respiratory system, not elsewhere classified"
5305,52100,Dental caries NOS,"Dental caries, unspecified"
5601,6179,Endometriosis NOS,"Endometriosis, site unspecified"
5609,6181,Uterine prolapse,Uterine prolapse without mention of vaginal wall prolapse
5623,6191,"Digest-genit fistul, fem","Digestive-genital tract fistula, female"
5628,6201,Corpus luteum cyst,Corpus luteum cyst or hematoma
5629,6202,Ovarian cyst NEC/NOS,Other and unspecified ovarian cyst
5665,63310,Tubal preg w/o intra prg,Tubal pregnancy without intrauterine pregnancy
5705,63502,Leg abor w pelv inf-comp,"Legally induced abortion, complicated by genital tract and pelvic infection, complete"
5760,6262,Excessive menstruation,Excessive or frequent menstruation
5769,6271,Postmenopausal bleeding,Postmenopausal bleeding
5798,5712,Alcohol cirrhosis liver,Alcoholic cirrhosis of liver
5800,57140,Chronic hepatitis NOS,"Chronic hepatitis, unspecified"
5804,5715,Cirrhosis of liver NOS,Cirrhosis of liver without mention of alcohol
5805,5716,Biliary cirrhosis,Biliary cirrhosis
5806,5718,Chronic liver dis NEC,Other chronic nonalcoholic liver disease
5807,5719,Chronic liver dis NOS,Unspecified chronic liver disease without mention of alcohol
5808,5720,Abscess of liver,Abscess of liver
5810,5722,Hepatic encephalopathy,Hepatic encephalopathy
5811,5723,Portal hypertension,Portal hypertension
5812,5724,Hepatorenal syndrome,Hepatorenal syndrome
5813,5728,"Oth sequela, chr liv dis",Other sequelae of chronic liver disease
5814,5730,Chr passiv congest liver,Chronic passive congestion of liver
5817,5733,Hepatitis NOS,"Hepatitis, unspecified"
5818,5734,Hepatic infarction,Hepatic infarction
5820,5738,Liver disorders NEC,Other specified disorders of liver
5821,5739,Liver disorder NOS,Unspecified disorder of liver
5822,57400,Cholelith w ac cholecyst,"Calculus of gallbladder with acute cholecystitis, without mention of obstruction"
5823,57401,Cholelith/ac gb inf-obst,"Calculus of gallbladder with acute cholecystitis, with obstruction"
5824,57410,Cholelith w cholecys NEC,"Calculus of gallbladder with other cholecystitis, without mention of obstruction"
5826,57420,Cholelithiasis NOS,"Calculus of gallbladder without mention of cholecystitis, without mention of obstruction"
5827,57421,Cholelithias NOS w obstr,"Calculus of gallbladder without mention of cholecystitis, with obstruction"
5831,57441,Choledochlith/gb NEC-obs,"Calculus of bile duct with other cholecystitis, with obstruction"
5832,57450,Choledocholithiasis NOS,"Calculus of bile duct without mention of cholecystitis, without mention of obstruction"
5833,57451,Choledochlith NOS w obst,"Calculus of bile duct without mention of cholecystitis, with obstruction"
5836,57470,Gal&bil cal w/oth w/o ob,"Calculus of gallbladder and bile duct with other cholecystitis, without mention of obstruction"
5837,57471,Gall&bil cal w/oth w obs,"Calculus of gallbladder and bile duct with other cholecystitis, with obstruction"
5839,57481,Gal&bil cal w/ac&ch w ob,"Calculus of gallbladder and bile duct with acute and chronic cholecystitis, with obstruction"
5840,57490,Gall&bil cal w/o cho w/o,"Calculus of gallbladder and bile duct without cholecystitis, without mention of obstruction"
5841,57491,Gall&bil cal w/o ch w ob,"Calculus of gallbladder and bile duct without cholecystitis, with obstruction"
5842,5750,Acute cholecystitis,Acute cholecystitis
5843,57510,Cholecystitis NOS,"Cholecystitis, unspecified"
5844,57511,Chronic cholecystitis,Chronic cholecystitis
5849,5755,Fistula of gallbladder,Fistula of gallbladder
5854,5761,Cholangitis,Cholangitis
5855,5762,Obstruction of bile duct,Obstruction of bile duct
5859,5768,Dis of biliary tract NEC,Other specified disorders of biliary tract
5861,5770,Acute pancreatitis,Acute pancreatitis
5862,5771,Chronic pancreatitis,Chronic pancreatitis
5863,5772,Pancreat cyst/pseudocyst,Cyst and pseudocyst of pancreas
5864,5778,Pancreatic disease NEC,Other specified diseases of pancreas
5865,5779,Pancreatic disease NOS,Unspecified disease of pancreas
5866,5780,Hematemesis,Hematemesis
5867,5781,Blood in stool,Blood in stool
5868,5789,Gastrointest hemorr NOS,"Hemorrhage of gastrointestinal tract, unspecified"
5869,5790,Celiac disease,Celiac disease
5872,5793,Intest postop nonabsorb,Other and unspecified postsurgical nonabsorption
5874,5798,Intest malabsorption NEC,Other specified intestinal malabsorption
5875,5799,Intest malabsorption NOS,Unspecified intestinal malabsorption
5877,5804,Ac rapidly progr nephrit,Acute glomerulonephritis with lesion of rapidly progressive glomerulonephritis
5879,58089,Acute nephritis NEC,Acute glomerulonephritis with other specified pathological lesion in kidney
5880,5809,Acute nephritis NOS,Acute glomerulonephritis with unspecified pathological lesion in kidney
5885,58181,Nephrotic syn in oth dis,Nephrotic syndrome in diseases classified elsewhere
5887,5819,Nephrotic syndrome NOS,Nephrotic syndrome with unspecified pathological lesion in kidney
5892,58281,Chr nephritis in oth dis,Chronic glomerulonephritis in diseases classified elsewhere
5894,5829,Chronic nephritis NOS,Chronic glomerulonephritis with unspecified pathological lesion in kidney
5901,58381,Nephritis NOS in oth dis,"Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere"
5902,58389,Nephritis NEC,"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney"
5903,5839,Nephritis NOS,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney"
5904,5845,"Ac kidny fail, tubr necr",Acute kidney failure with lesion of tubular necrosis
5907,5848,Acute kidney failure NEC,Acute kidney failure with other specified pathological lesion in kidney
5908,5849,Acute kidney failure NOS,"Acute kidney failure, unspecified"
5910,5852,Chro kidney dis stage II,"Chronic kidney disease, Stage II (mild)"
5911,5853,Chr kidney dis stage III,"Chronic kidney disease, Stage III (moderate)"
5912,5854,Chr kidney dis stage IV,"Chronic kidney disease, Stage IV (severe)"
5913,5855,Chron kidney dis stage V,"Chronic kidney disease, Stage V"
5914,5856,End stage renal disease,End stage renal disease
5915,5859,Chronic kidney dis NOS,"Chronic kidney disease, unspecified"
5916,586,Renal failure NOS,"Renal failure, unspecified"
5917,587,Renal sclerosis NOS,"Renal sclerosis, unspecified"
5919,5881,Nephrogen diabetes insip,Nephrogenic diabetes insipidus
5920,58881,Sec hyperparathyrd-renal,Secondary hyperparathyroidism (of renal origin)
5921,58889,Impair ren funct dis NEC,Other specified disorders resulting from impaired renal function
5928,59010,Ac pyelonephritis NOS,Acute pyelonephritis without lesion of renal medullary necrosis
5932,59080,Pyelonephritis NOS,"Pyelonephritis, unspecified"
5951,5258,Dental disorder NEC,Other specified disorders of the teeth and supporting structures
5952,5259,Dental disorder NOS,Unspecified disorder of the teeth and supporting structures
5957,5264,Inflammation of jaw,Inflammatory conditions of jaw
5968,5272,Sialoadenitis,Sialoadenitis
5984,5285,Diseases of lips,Diseases of lips
5990,5289,Oral soft tissue dis NEC,Other and unspecified diseases of the oral soft tissues
5991,5290,Glossitis,Glossitis
6000,5300,Achalasia & cardiospasm,Achalasia and cardiospasm
6001,53010,"Esophagitis, unspecified","Esophagitis, unspecified"
6003,53012,Acute esophagitis,Acute esophagitis
6005,53019,Other esophagitis,Other esophagitis
6006,53020,Ulc esophagus w/o bleed,Ulcer of esophagus without bleeding
6007,53021,Ulcer esophagus w bleed,Ulcer of esophagus with bleeding
6008,5303,Esophageal stricture,Stricture and stenosis of esophagus
6010,5305,Dyskinesia of esophagus,Dyskinesia of esophagus
6012,5307,Mallory-weiss syndrome,Gastroesophageal laceration-hemorrhage syndrome
6013,53081,Esophageal reflux,Esophageal reflux
6014,53082,Esophageal hemorrhage,Esophageal hemorrhage
6016,53084,Tracheoesophageal fstula,Tracheoesophageal fistula
6017,53085,Barrett's esophagus,Barrett's esophagus
6020,53089,Other dsrders esophagus,Other specified disorders of esophagus
6022,53100,Ac stomach ulcer w hem,"Acute gastric ulcer with hemorrhage, without mention of obstruction"
6030,53140,Chr stomach ulc w hem,"Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction"
6038,53190,Stomach ulcer NOS,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction"
6040,53200,Ac duodenal ulcer w hem,"Acute duodenal ulcer with hemorrhage, without mention of obstruction"
6048,53240,Chr duoden ulcer w hem,"Chronic or unspecified duodenal ulcer with hemorrhage, without mention of obstruction"
6052,53260,Chr duoden ulc hem/perf,"Chronic or unspecified duodenal ulcer with hemorrhage and perforation, without mention of obstruction"
6056,53290,Duodenal ulcer NOS,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction"
6072,53370,Chronic peptic ulcer NOS,"Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation, without mention of obstruction"
6074,53390,Peptic ulcer NOS,"Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction"
6095,53501,Acute gastritis w hmrhg,"Acute gastritis, with hemorrhage"
6096,53510,Atrph gastrtis w/o hmrhg,"Atrophic gastritis, without mention of hemorrhage"
6100,53530,Alchl gastrtis w/o hmrhg,"Alcoholic gastritis, without mention of hemorrhage"
6102,53540,Oth spf gstrt w/o hmrhg,"Other specified gastritis, without mention of hemorrhage"
6103,53541,Oth spf gastrt w hmrhg,"Other specified gastritis, with hemorrhage"
6104,53550,Gstr/ddnts NOS w/o hmrhg,"Unspecified gastritis and gastroduodenitis, without mention of hemorrhage"
6105,53551,Gstr/ddnts NOS w hmrhg,"Unspecified gastritis and gastroduodenitis, with hemorrhage"
6106,53560,Duodenitis w/o hmrhg,"Duodenitis, without mention of hemorrhage"
6108,53570,Eosinophil gastrt wo hem,"Eosinophilic gastritis, without mention of hemorrhage"
6112,5362,Persistent vomiting,Persistent vomiting
6113,5363,Gastroparesis,Gastroparesis
6115,53641,Gastrostomy infection,Infection of gastrostomy
6116,53642,Gastrostomy comp - mech,Mechanical complication of gastrostomy
6117,53649,Gastrostomy comp NEC,Other gastrostomy complications
6118,5368,Stomach function dis NEC,Dyspepsia and other specified disorders of function of stomach
6120,5370,Acq pyloric stenosis,Acquired hypertrophic pyloric stenosis
6128,53782,Angio stm/dudn w/o hmrhg,Angiodysplasia of stomach and duodenum without mention of hemorrhage
6129,53783,Angio stm/dudn w hmrhg,Angiodysplasia of stomach and duodenum with hemorrhage
6130,53784,"Dieulafoy les,stom&duod",Dieulafoy lesion (hemorrhagic) of stomach and duodenum
6131,53789,Gastroduodenal dis NEC,Other specified disorders of stomach and duodenum
6132,5379,Gastroduodenal dis NOS,Unspecified disorder of stomach and duodenum
6138,5400,Ac append w peritonitis,Acute appendicitis with generalized peritonitis
6139,5401,Abscess of appendix,Acute appendicitis with peritoneal abscess
6153,55090,Unilat inguinal hernia,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)"
6155,55092,Bilat inguinal hernia,"Inguinal hernia, without mention of obstruction or gangrene, bilateral (not specified as recurrent)"
6172,5521,Umbilical hernia w obstr,Umbilical hernia with obstruction
6173,55220,Obstr ventral hernia NOS,"Ventral, unspecified, hernia with obstruction"
6174,55221,Obstr incisional hernia,Incisional ventral hernia with obstruction
6187,60782,"Vascular disorder, penis",Vascular disorders of penis
6189,60784,"Impotence, organic orign",Impotence of organic origin
6207,60886,"Edema, male genital orgn",Edema of male genital organs
6218,6110,Inflam disease of breast,Inflammatory disease of breast
6219,6111,Hypertrophy of breast,Hypertrophy of breast
6224,6116,Galactorrhea-nonobstet,Galactorrhea not associated with childbirth
6249,61610,Vaginitis NOS,"Vaginitis and vulvovaginitis, unspecified"
6259,6170,Uterine endometriosis,Endometriosis of uterus
6624,64111,Placenta prev hem-deliv,"Hemorrhage from placenta previa, delivered, with or without mention of antepartum condition"
6627,64121,Prem separ placen-deliv,"Premature separation of placenta, delivered, with or without mention of antepartum condition"
6630,64131,Coag def hemorr-deliver,"Antepartum hemorrhage associated with coagulation defects, delivered, with or without mention of antepartum condition"
6652,64224,Old hyperten NEC-postpar,"Other pre-existing hypertension,complicating pregnancy, childbirth, and the puerperium, , postpartum condition or complication"
6664,64251,Severe preeclamp-deliver,"Severe pre-eclampsia, delivered, with or without mention of antepartum condition"
